"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 01:16:18 GMT 2024","Wed Apr 03 01:16:19 GMT 2024","1183","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic with invalid credentials",""
"passed","Wed Apr 03 01:16:15 GMT 2024","Wed Apr 03 01:16:17 GMT 2024","1362","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without ComicID",""
"passed","Wed Apr 03 01:16:56 GMT 2024","Wed Apr 03 01:16:56 GMT 2024","343","firefox","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch more than 100 characters",""
"passed","Wed Apr 03 01:17:06 GMT 2024","Wed Apr 03 01:17:07 GMT 2024","734","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 01:17:51 GMT 2024","Wed Apr 03 01:17:52 GMT 2024","812","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 01:17:01 GMT 2024","Wed Apr 03 01:17:02 GMT 2024","1046","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 01:16:32 GMT 2024","Wed Apr 03 01:16:37 GMT 2024","4563","chromium","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 01:16:57 GMT 2024","Wed Apr 03 01:16:58 GMT 2024","1668","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 01:17:45 GMT 2024","Wed Apr 03 01:17:46 GMT 2024","1252","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 01:17:07 GMT 2024","Wed Apr 03 01:17:12 GMT 2024","5327","firefox","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 01:17:06 GMT 2024","Wed Apr 03 01:17:06 GMT 2024","745","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 01:16:14 GMT 2024","Wed Apr 03 01:16:15 GMT 2024","1434","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 01:17:31 GMT 2024","Wed Apr 03 01:17:32 GMT 2024","1734","firefox","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 01:17:35 GMT 2024","Wed Apr 03 01:17:38 GMT 2024","2598","firefox","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Add a TShirt to the cart",""
"passed","Wed Apr 03 01:17:16 GMT 2024","Wed Apr 03 01:17:20 GMT 2024","3566","firefox","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 01:18:20 GMT 2024","Wed Apr 03 01:18:23 GMT 2024","3388","webkit","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 01:17:27 GMT 2024","Wed Apr 03 01:17:31 GMT 2024","3871","firefox","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 01:17:50 GMT 2024","Wed Apr 03 01:17:51 GMT 2024","745","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 01:16:12 GMT 2024","Wed Apr 03 01:16:14 GMT 2024","1628","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 01:17:03 GMT 2024","Wed Apr 03 01:17:06 GMT 2024","2638","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 01:16:47 GMT 2024","Wed Apr 03 01:16:49 GMT 2024","2526","chromium","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 01:17:20 GMT 2024","Wed Apr 03 01:17:22 GMT 2024","2504","firefox","UI/login.spec.js","Login Tests","","","Login with valid credentials",""
"passed","Wed Apr 03 01:17:46 GMT 2024","Wed Apr 03 01:17:47 GMT 2024","1234","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic with invalid credentials",""
"passed","Wed Apr 03 01:16:54 GMT 2024","Wed Apr 03 01:16:56 GMT 2024","1634","firefox","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 01:16:58 GMT 2024","Wed Apr 03 01:17:00 GMT 2024","1244","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 01:17:42 GMT 2024","Wed Apr 03 01:17:44 GMT 2024","1249","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 01:17:40 GMT 2024","Wed Apr 03 01:17:41 GMT 2024","332","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch more than 100 characters",""
"passed","Wed Apr 03 01:16:12 GMT 2024","Wed Apr 03 01:16:12 GMT 2024","411","chromium","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 01:17:47 GMT 2024","Wed Apr 03 01:17:50 GMT 2024","2781","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 01:17:39 GMT 2024","Wed Apr 03 01:17:40 GMT 2024","1571","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 01:16:49 GMT 2024","Wed Apr 03 01:16:51 GMT 2024","1657","chromium","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 01:17:59 GMT 2024","Wed Apr 03 01:18:06 GMT 2024","6633","webkit","UI/createAccount.spec.js","Create Account Tests","","","Create account",""
"passed","Wed Apr 03 01:18:13 GMT 2024","Wed Apr 03 01:18:16 GMT 2024","3137","webkit","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
"passed","Wed Apr 03 01:16:25 GMT 2024","Wed Apr 03 01:16:28 GMT 2024","3153","chromium","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
