"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 22:55:14 GMT 2024","Wed Apr 03 22:55:19 GMT 2024","4687","webkit","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 22:52:40 GMT 2024","Wed Apr 03 22:52:41 GMT 2024","1196","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 22:52:38 GMT 2024","Wed Apr 03 22:52:39 GMT 2024","1247","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 22:52:45 GMT 2024","Wed Apr 03 22:52:46 GMT 2024","742","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 22:52:42 GMT 2024","Wed Apr 03 22:52:45 GMT 2024","2682","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 22:54:26 GMT 2024","Wed Apr 03 22:54:26 GMT 2024","709","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 22:53:31 GMT 2024","Wed Apr 03 22:53:32 GMT 2024","1195","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without ComicID",""
"passed","Wed Apr 03 22:54:19 GMT 2024","Wed Apr 03 22:54:20 GMT 2024","1205","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without ComicID",""
"passed","Wed Apr 03 22:54:20 GMT 2024","Wed Apr 03 22:54:21 GMT 2024","1044","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 22:54:17 GMT 2024","Wed Apr 03 22:54:19 GMT 2024","1371","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 22:53:57 GMT 2024","Wed Apr 03 22:54:00 GMT 2024","3144","firefox","UI/login.spec.js","Login Tests","","","Go to the Forgot Password page",""
"passed","Wed Apr 03 22:54:07 GMT 2024","Wed Apr 03 22:54:09 GMT 2024","2617","firefox","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 22:53:29 GMT 2024","Wed Apr 03 22:53:31 GMT 2024","1303","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 22:53:38 GMT 2024","Wed Apr 03 22:53:42 GMT 2024","4324","firefox","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 22:53:05 GMT 2024","Wed Apr 03 22:53:08 GMT 2024","3148","chromium","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
"passed","Wed Apr 03 22:53:47 GMT 2024","Wed Apr 03 22:53:51 GMT 2024","4552","firefox","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 22:54:15 GMT 2024","Wed Apr 03 22:54:15 GMT 2024","318","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch more than 100 characters",""
"passed","Wed Apr 03 22:53:32 GMT 2024","Wed Apr 03 22:53:33 GMT 2024","1105","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 22:53:28 GMT 2024","Wed Apr 03 22:53:29 GMT 2024","1411","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 22:54:40 GMT 2024","Wed Apr 03 22:54:47 GMT 2024","7081","webkit","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 22:54:00 GMT 2024","Wed Apr 03 22:54:04 GMT 2024","3922","firefox","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 22:53:42 GMT 2024","Wed Apr 03 22:53:47 GMT 2024","4258","firefox","UI/createAccount.spec.js","Create Account Tests","","","Create account",""
"passed","Wed Apr 03 22:54:04 GMT 2024","Wed Apr 03 22:54:07 GMT 2024","2270","firefox","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 22:52:46 GMT 2024","Wed Apr 03 22:52:50 GMT 2024","3900","chromium","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 22:52:34 GMT 2024","Wed Apr 03 22:52:35 GMT 2024","1579","chromium","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 22:53:15 GMT 2024","Wed Apr 03 22:53:19 GMT 2024","3699","chromium","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 22:53:27 GMT 2024","Wed Apr 03 22:53:28 GMT 2024","316","firefox","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch more than 100 characters",""
"passed","Wed Apr 03 22:55:03 GMT 2024","Wed Apr 03 22:55:10 GMT 2024","6335","webkit","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 22:52:39 GMT 2024","Wed Apr 03 22:52:40 GMT 2024","1219","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without ComicID",""
"passed","Wed Apr 03 22:54:16 GMT 2024","Wed Apr 03 22:54:17 GMT 2024","1473","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 22:53:26 GMT 2024","Wed Apr 03 22:53:27 GMT 2024","1593","firefox","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 22:54:15 GMT 2024","Wed Apr 03 22:54:16 GMT 2024","316","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 22:52:46 GMT 2024","Wed Apr 03 22:52:46 GMT 2024","729","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 22:53:37 GMT 2024","Wed Apr 03 22:53:38 GMT 2024","711","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 22:54:21 GMT 2024","Wed Apr 03 22:54:22 GMT 2024","1151","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic with invalid credentials",""
"passed","Wed Apr 03 22:52:50 GMT 2024","Wed Apr 03 22:52:56 GMT 2024","5321","chromium","UI/createAccount.spec.js","Create Account Tests","","","Create account",""
"passed","Wed Apr 03 22:53:37 GMT 2024","Wed Apr 03 22:53:37 GMT 2024","712","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 22:53:19 GMT 2024","Wed Apr 03 22:53:22 GMT 2024","2766","chromium","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 22:53:51 GMT 2024","Wed Apr 03 22:53:54 GMT 2024","3120","firefox","UI/login.spec.js","Login Tests","","","Login with valid credentials",""
"passed","Wed Apr 03 22:52:36 GMT 2024","Wed Apr 03 22:52:38 GMT 2024","1430","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 22:54:47 GMT 2024","Wed Apr 03 22:54:53 GMT 2024","5447","webkit","UI/login.spec.js","Login Tests","","","Login with valid credentials",""
"passed","Wed Apr 03 22:54:26 GMT 2024","Wed Apr 03 22:54:33 GMT 2024","6709","webkit","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 22:55:19 GMT 2024","Wed Apr 03 22:55:27 GMT 2024","7632","webkit","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Add a TShirt to the cart",""
"passed","Wed Apr 03 22:53:28 GMT 2024","Wed Apr 03 22:53:28 GMT 2024","369","firefox","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 22:53:33 GMT 2024","Wed Apr 03 22:53:34 GMT 2024","1076","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic with invalid credentials",""
"passed","Wed Apr 03 22:53:08 GMT 2024","Wed Apr 03 22:53:11 GMT 2024","3766","chromium","UI/login.spec.js","Login Tests","","","Go to the Forgot Password page",""
"passed","Wed Apr 03 22:53:34 GMT 2024","Wed Apr 03 22:53:37 GMT 2024","2677","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 22:55:10 GMT 2024","Wed Apr 03 22:55:14 GMT 2024","4642","webkit","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 22:54:22 GMT 2024","Wed Apr 03 22:54:25 GMT 2024","2683","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 22:54:33 GMT 2024","Wed Apr 03 22:54:40 GMT 2024","7224","webkit","UI/createAccount.spec.js","Create Account Tests","","","Create account",""
"passed","Wed Apr 03 22:54:53 GMT 2024","Wed Apr 03 22:54:58 GMT 2024","5414","webkit","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
