"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 21:25:29 GMT 2024","Wed Apr 03 21:25:30 GMT 2024","1249","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without ComicID",""
"passed","Wed Apr 03 21:26:04 GMT 2024","Wed Apr 03 21:26:04 GMT 2024","308","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 21:26:37 GMT 2024","Wed Apr 03 21:26:40 GMT 2024","3290","webkit","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 21:25:26 GMT 2024","Wed Apr 03 21:25:27 GMT 2024","1455","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 21:25:30 GMT 2024","Wed Apr 03 21:25:31 GMT 2024","1038","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 21:26:13 GMT 2024","Wed Apr 03 21:26:13 GMT 2024","770","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 21:26:02 GMT 2024","Wed Apr 03 21:26:03 GMT 2024","1511","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 21:24:56 GMT 2024","Wed Apr 03 21:24:57 GMT 2024","741","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 21:24:45 GMT 2024","Wed Apr 03 21:24:46 GMT 2024","1631","chromium","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 21:26:40 GMT 2024","Wed Apr 03 21:26:42 GMT 2024","2143","webkit","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 21:25:48 GMT 2024","Wed Apr 03 21:25:50 GMT 2024","1974","firefox","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
"passed","Wed Apr 03 21:25:35 GMT 2024","Wed Apr 03 21:25:35 GMT 2024","728","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
"passed","Wed Apr 03 21:24:47 GMT 2024","Wed Apr 03 21:24:47 GMT 2024","320","chromium","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 21:25:55 GMT 2024","Wed Apr 03 21:25:57 GMT 2024","1779","firefox","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 21:25:57 GMT 2024","Wed Apr 03 21:25:58 GMT 2024","1700","firefox","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 21:26:03 GMT 2024","Wed Apr 03 21:26:04 GMT 2024","292","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch more than 100 characters",""
"passed","Wed Apr 03 21:26:08 GMT 2024","Wed Apr 03 21:26:09 GMT 2024","1049","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 21:24:58 GMT 2024","Wed Apr 03 21:25:01 GMT 2024","2809","chromium","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 21:25:31 GMT 2024","Wed Apr 03 21:25:32 GMT 2024","1058","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic with invalid credentials",""
"passed","Wed Apr 03 21:25:12 GMT 2024","Wed Apr 03 21:25:14 GMT 2024","2130","chromium","UI/login.spec.js","Login Tests","","","Go to the Forgot Password page",""
"passed","Wed Apr 03 21:24:47 GMT 2024","Wed Apr 03 21:24:48 GMT 2024","1388","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
"passed","Wed Apr 03 21:24:46 GMT 2024","Wed Apr 03 21:24:47 GMT 2024","324","chromium","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch more than 100 characters",""
"passed","Wed Apr 03 21:25:19 GMT 2024","Wed Apr 03 21:25:21 GMT 2024","2056","chromium","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 21:25:10 GMT 2024","Wed Apr 03 21:25:12 GMT 2024","2503","chromium","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
"passed","Wed Apr 03 21:24:54 GMT 2024","Wed Apr 03 21:24:56 GMT 2024","2612","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 21:25:36 GMT 2024","Wed Apr 03 21:25:40 GMT 2024","3751","firefox","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 21:26:13 GMT 2024","Wed Apr 03 21:26:14 GMT 2024","713","webkit","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 21:25:50 GMT 2024","Wed Apr 03 21:25:52 GMT 2024","1992","firefox","UI/login.spec.js","Login Tests","","","Go to the Forgot Password page",""
"passed","Wed Apr 03 21:26:14 GMT 2024","Wed Apr 03 21:26:19 GMT 2024","5055","webkit","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 21:26:28 GMT 2024","Wed Apr 03 21:26:31 GMT 2024","2741","webkit","UI/login.spec.js","Login Tests","","","Login with valid credentials",""
"passed","Wed Apr 03 21:25:32 GMT 2024","Wed Apr 03 21:25:35 GMT 2024","2823","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 21:26:05 GMT 2024","Wed Apr 03 21:26:06 GMT 2024","1245","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
