"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 21:46:46 GMT 2024","Wed Apr 03 21:46:47 GMT 2024","963","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without a parameter",""
"passed","Wed Apr 03 21:46:37 GMT 2024","Wed Apr 03 21:46:40 GMT 2024","2555","firefox","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Add a TShirt to the cart",""
"passed","Wed Apr 03 21:46:11 GMT 2024","Wed Apr 03 21:46:12 GMT 2024","651","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 21:46:20 GMT 2024","Wed Apr 03 21:46:24 GMT 2024","3551","firefox","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 21:46:08 GMT 2024","Wed Apr 03 21:46:11 GMT 2024","2411","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 21:47:04 GMT 2024","Wed Apr 03 21:47:10 GMT 2024","5785","webkit","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 21:46:41 GMT 2024","Wed Apr 03 21:46:42 GMT 2024","1419","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch All Characters",""
"passed","Wed Apr 03 21:46:03 GMT 2024","Wed Apr 03 21:46:03 GMT 2024","242","firefox","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 21:46:44 GMT 2024","Wed Apr 03 21:46:45 GMT 2024","1041","webkit","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch less than 1 X-Man character of a specified comic",""
"passed","Wed Apr 03 21:47:35 GMT 2024","Wed Apr 03 21:47:40 GMT 2024","5256","webkit","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Add a TShirt to the cart",""
"passed","Wed Apr 03 21:45:33 GMT 2024","Wed Apr 03 21:45:36 GMT 2024","2974","chromium","UI/cart.spec.js","Cart Tests","","","Remove product from cart",""
"passed","Wed Apr 03 21:45:32 GMT 2024","Wed Apr 03 21:45:33 GMT 2024","566","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 21:46:34 GMT 2024","Wed Apr 03 21:46:35 GMT 2024","1672","firefox","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 21:46:42 GMT 2024","Wed Apr 03 21:46:43 GMT 2024","261","webkit","API/getCharacters.spec.js","Fetch characters from Marvel API Tests","","","Fetch less than 1 character",""
"passed","Wed Apr 03 21:47:18 GMT 2024","Wed Apr 03 21:47:22 GMT 2024","3931","webkit","UI/login.spec.js","Login Tests","","","Go to the Forgot Password page",""
"passed","Wed Apr 03 21:45:29 GMT 2024","Wed Apr 03 21:45:32 GMT 2024","2454","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch Spider-Man Comics",""
"passed","Wed Apr 03 21:47:22 GMT 2024","Wed Apr 03 21:47:27 GMT 2024","4960","webkit","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 21:46:11 GMT 2024","Wed Apr 03 21:46:11 GMT 2024","597","firefox","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch more than 100 Spider-Man Comics",""
