"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 01:54:09 GMT 2024","Wed Apr 03 01:54:14 GMT 2024","4961","chromium","UI/createAccount.spec.js","Create Account Tests","","","Create  with a used username",""
"passed","Wed Apr 03 01:55:25 GMT 2024","Wed Apr 03 01:55:27 GMT 2024","2583","firefox","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Go to a T-Shirt product detail page",""
"passed","Wed Apr 03 01:54:46 GMT 2024","Wed Apr 03 01:54:47 GMT 2024","1326","firefox","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man character of a specified comic without ComicID",""
"passed","Wed Apr 03 01:56:50 GMT 2024","Wed Apr 03 01:56:58 GMT 2024","7327","webkit","UI/tshirtGallery.spec.js","T-Shirt Gallery tests","","","Add a TShirt to the cart",""
"passed","Wed Apr 03 01:56:33 GMT 2024","Wed Apr 03 01:56:40 GMT 2024","6704","webkit","UI/login.spec.js","Login Tests","","","Log out",""
"passed","Wed Apr 03 01:56:28 GMT 2024","Wed Apr 03 01:56:33 GMT 2024","5407","webkit","UI/login.spec.js","Login Tests","","","Go to the Forgot Password page",""
"passed","Wed Apr 03 01:54:17 GMT 2024","Wed Apr 03 01:54:22 GMT 2024","4531","chromium","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
"passed","Wed Apr 03 01:54:30 GMT 2024","Wed Apr 03 01:54:33 GMT 2024","2815","chromium","UI/navbar.spec.js","Navbar tests","","","Go to the T-Shirts Gallery",""
"passed","Wed Apr 03 01:55:12 GMT 2024","Wed Apr 03 01:55:16 GMT 2024","3355","firefox","UI/login.spec.js","Login Tests","","","Login with invalid credentials",""
"passed","Wed Apr 03 01:53:58 GMT 2024","Wed Apr 03 01:53:59 GMT 2024","838","chromium","API/getComics.spec.js","Fetch Comics from Marvel API Tests","","","Fetch less than 1 Spider-Man Comic",""
"passed","Wed Apr 03 01:53:48 GMT 2024","Wed Apr 03 01:53:49 GMT 2024","1680","chromium","API/getComicCharacters.spec.js","Fetch characters of a specified comic from Marvel API Tests","","","Fetch X-Man characters of a specified comic",""
